user_id,pct_bills,pct_food_&_drink,pct_shopping,pct_transport,competitor_txn_count,spend_velocity_index
0,0.23430154999449262,0.30293519331962965,0.1973760400830736,0.2653872166028041,34,0.6532655562497159
1,0.05463192186329686,0.06282197932495878,0.8108474097951993,0.071698689016545,0,0.8341352608942555
2,0.21985900997478572,0.24264346230508468,0.39597386509030286,0.14152366262982677,27,0.9944295904561977
3,0.2641734833472409,0.25839307655481825,0.25191309232495374,0.2255203477729871,0,0.9942061749833448
4,0.007596031155464959,0.002999514190322943,0.9851753888315137,0.004229065822698356,0,327.7576681824344
5,0.2723581872112821,0.16095090547631466,0.23601986904438804,0.3306710382680152,31,1.0535585188929748
6,0.2413669591833412,0.2530780627522784,0.24628885384978577,0.2592661242145946,0,1.2942224155463988
7,0.27682659851900954,0.2265706087062702,0.2589378385214517,0.23766495425326856,0,1.1480827780964569
8,0.3059602635223797,0.23103162289368886,0.21145579361090386,0.25155231997302757,0,1.483609095629886
9,0.07005444402765744,0.07299558554525844,0.7644627708831865,0.09248719954389757,0,0.9966449955855204
10,0.22541113858933073,0.24481498905870708,0.27349701036717405,0.2562768619847881,0,1.2622529506250437
11,0.4072820321018575,0.001629781017908141,0.584698637902208,0.006389548978026268,0,414.5177487976323
12,0.25725947087236306,0.2809980108001311,0.261850576249949,0.19989194207755687,29,2.415182364550695
13,0.26873628541662525,0.2409849235389799,0.2274215021957527,0.2628572888486421,0,0.6655871286334086
14,0.024241737877539995,0.005706264765002697,0.9602766237141726,0.009775373643284695,0,0.013597235552040742
15,0.4028430187188495,0.0045935323250691626,0.5841021957890994,0.008461253166981956,0,0.7975472596124965
16,0.8587825529644253,0.003519851458977946,0.13444280238475792,0.003254793191838853,0,0.8401396926396242
17,0.5587364744256124,0.002640476473431721,0.4302628812625093,0.00836016783844659,0,0.00304482898135874
18,0.42563092157250926,0.25137527783217894,0.28729058985885386,0.03570321073645792,25,1.026285823181447
19,0.24952929737272475,0.2186831212594295,0.3491153759559408,0.18267220541190501,0,0.929212376364544
20,0.1387203062536024,0.40205102153184524,0.2017056400079915,0.2575230322065609,27,0.3251431419905854
21,0.8248541373607152,0.00562291803002811,0.1598417045594324,0.009681240049824404,0,0.006306167721730814
22,0.25124933189205767,0.282012257234141,0.16873949902090726,0.29799891185289396,0,0.920398905529954
23,0.26968413258342666,0.29173168070399663,0.2193733481750656,0.21921083853751097,0,0.8080456458385485
24,0.27369776148769437,0.25073811317360556,0.2672306983124023,0.20833342702629776,0,1.0484222937894867
25,0.262937427470352,0.2839542181484952,0.21242576377210018,0.24068259060905253,0,0.8266076797106054
26,0.22054481082749897,0.21154554779854795,0.29893139197896645,0.2689782493949866,0,0.9555839098001443
27,0.24713247356529397,0.21799190515117667,0.23345397593729098,0.30142164534623833,0,0.8221163693906813
28,0.20201531892793007,0.3635283383936572,0.1968193574489939,0.23763698522941876,0,0.9336502604178271
29,0.05261680072409817,0.059510420600003354,0.8196193605798477,0.06825341809605076,0,13.916936850870998
30,0.455690515151389,0.0021263037738943006,0.5347556253494359,0.007427555725281028,0,0.6935741211536776
31,0.35980616013605454,0.013134677074858894,0.5890686185121532,0.037990544276933394,26,2.7404657552168503
32,0.2477342820884247,0.20951813446957893,0.2690962309922785,0.2736513524497179,0,1.1679770303159454
33,0.06804346493292905,0.05649721327436467,0.7936965272938249,0.08176279449888156,0,0.8221074913521608
34,0.2124691668253634,0.18681297940022787,0.3515548145952896,0.24916303917911922,25,0.37004962791280993
35,0.26685049502341374,0.003606420479796606,0.7223883314142445,0.007154753082545154,0,0.8661130022680062
36,0.5522252771429936,0.0069333468317548455,0.4284953709640771,0.012346005061174456,0,1.018079188164091
37,0.28314056687118555,0.20763825286312906,0.3177315426450206,0.1914896376206648,0,0.7890659864357848
38,0.3607516908203278,0.004141509914967703,0.624451977221238,0.010654822043466503,0,0.5092937645126578
39,0.05228790980817907,0.05476014068278934,0.8551088235205172,0.037843125988514324,0,0.8913325040715044
40,0.010718163894788182,0.00421667040083982,0.9804736579504404,0.0045915077539316635,0,0.00446776600193646
41,0.439097939116676,0.006527124341960838,0.5426771518269884,0.011697784714374732,0,0.0057190962847956045
42,0.9119834827864144,0.003829993810027424,0.08161355744675215,0.002572965956805908,0,0.9859970366034354
43,0.014233833140398514,0.00463784043443933,0.975870147124919,0.005258179300243094,0,1.067815793572504
44,0.46830235253796887,0.00335001348638734,0.5197931058682048,0.008554528107439088,0,1.2518911681729066
45,0.053937472929185375,0.08751489659516884,0.7611685572684723,0.09737907320717358,0,1.0970934499260958
46,0.8672982315598253,0.009663318071692677,0.11142708034873725,0.011611370019744624,0,0.009339136169181656
47,0.9480553792091483,0.002971431027336885,0.046475436819326865,0.0024977529441879754,0,0.5897276943564311
48,0.013329122632420002,0.004729566133608073,0.9759243226003598,0.006016988633612247,0,162.39673388985315
49,0.21043870207698417,0.24650421287166752,0.28415755371731505,0.2588995313340334,0,1.1165240116462625
50,0.8624074057567314,0.007634024991612059,0.1168522519994526,0.013106317252204075,0,0.7667995444191342
51,0.25144717657332294,0.16788828784687784,0.2950876998881772,0.285576835691622,0,1.0854727927447319
52,0.8374362669373538,0.04694267063839144,0.06410579424326943,0.05151526818098535,29,0.34334817782365284
53,0.05823371701095505,0.03553316223585974,0.8571054001415223,0.049127720611663074,0,15.222586301790676
54,0.011726075393826509,0.0033166852672635444,0.9821057575378848,0.0028514818010249533,0,1.0740815001527653
55,0.013984748892278211,0.005336419891247952,0.9759096174416872,0.0047692137747866875,0,1.161582069730047
56,0.26108497707543055,0.24038252916534542,0.3204313586175162,0.17810113514170794,0,0.6078581614626567
57,0.011517799144005875,0.0026852290305091975,0.9837432648361956,0.0020537069892892484,0,0.003548258046840453
58,0.9295928516624385,0.007634658224891381,0.0568587358171568,0.00591375429551338,0,1.1605372429940735
59,0.0851836345458647,0.051079880852877714,0.7923423290766766,0.071394155524581,0,0.08712962913554913
60,0.3033326979684684,0.21587149041759449,0.20272514458355256,0.2780706670303845,0,0.9340673499754774
61,0.18839386505707048,0.25441834824915677,0.3997380812334005,0.15744970546037235,46,1.1843982460854676
62,0.3541357897730233,0.004283588534286331,0.6317740152470641,0.009806606445626271,0,0.004442874773371613
63,0.3039649386549686,0.2652096109269596,0.1908165235214143,0.24000892689665748,0,0.9745090732171878
64,0.8713215777830106,0.011156398927600376,0.10320539718924757,0.014316626100141469,0,0.383256217039555
65,0.1157556090337878,0.20231294803911007,0.36713568409794495,0.31479575882915717,23,1.2219266999129266
66,0.27369421883059175,0.22736532044071858,0.2598649009750247,0.23907555975366485,0,0.8907131501568677
67,0.44742355566055786,0.0053626548613804285,0.533894765833564,0.013319023644497736,0,0.817898059096896
68,0.03940008890834046,0.06697234069786166,0.8093958636977336,0.08423170669606422,0,1.379994575380794
69,0.03513339770871656,0.0253649656117213,0.8716332886420486,0.06786834803751349,0,1.510612149350396
70,0.050690129209428995,0.03204308940169209,0.8624316319833336,0.054835149405545194,0,1.0220451168445226
71,0.019555874658091485,0.008507459357307416,0.9657176292045175,0.006219036780083622,0,0.010754031456305222
72,0.22269181297295493,0.23252398532204088,0.2883096960281532,0.25647450567685104,0,0.9722143992008119
73,0.27121886157174346,0.22296700526191657,0.19235029562699762,0.3134638375393424,0,1.0532824965557015
74,0.0672808141094293,0.04424355643778787,0.8618340613870507,0.026641568065732157,26,0.03697016612458402
75,0.26379355870685717,0.2744837670316051,0.20897953078471682,0.2527431434768208,0,1.006848647331221
76,0.17004186812559627,0.2190849297169927,0.345254572064543,0.2656186300928682,27,0.6281966127984174
77,0.056683838262078214,0.05063556686721399,0.8175655508561955,0.07511504401451234,0,1.298089487287233
78,0.8964641766589304,0.005139593764003907,0.09168380780043928,0.006712421776626437,0,0.006453114316516025
79,0.41204773161137365,0.003941550316591316,0.574157364540566,0.009853353531469057,0,183.9510302055537
80,0.9167406538028964,0.00601244328678844,0.0727565348279824,0.00449036808233298,0,0.7889392188583314
81,0.5095093181042089,0.007212119754751761,0.4728694764293142,0.010409085711725156,0,0.0064971761141421605
82,0.2620320579003668,0.32720721354484567,0.17992687968252458,0.2308338488722629,0,1.3704643530055307
83,0.9328277022193021,0.002320538681834228,0.061149596449476734,0.0037021626493869255,0,0.8512911207689624
84,0.2929563321797536,0.2772459584147713,0.2638333516915613,0.16596435771391393,0,0.6043372836957475
85,0.14163604720268488,0.2540617851647367,0.3997603194719371,0.20454184816064122,31,0.5439354607579276
86,0.3343180767821001,0.20622639404612025,0.25224903982533586,0.20720648934644378,0,1.5689545763963404
87,0.05898868508447033,0.05284733497798725,0.8024889333888393,0.08567504654870312,0,1.1508597098523674
88,0.12222316869094327,0.09683096733354743,0.7166954664115616,0.06425039756394771,51,0.7493506279487503
89,0.28911991892421285,0.2743780925047479,0.11680832219109018,0.31969366637994906,0,0.6862359591169965
90,0.11173006619428875,0.08291618314154516,0.7351549925612361,0.07019875810293012,35,0.135184943600423
91,0.5411478335696882,0.00539006255294666,0.4378559846500068,0.015606119227358297,0,28.920184972692397
92,0.8924618056626995,0.0050074597704289365,0.09802873494011093,0.004501999626760725,0,0.005935820955252433
93,0.9222010006525457,0.004492229565129714,0.06861868999306678,0.004688079789257745,0,1.2856164244195905
94,0.014991640901517545,0.006633021362269807,0.9738643768984754,0.004510960837737359,0,0.9963318247192791
95,0.20196928370692405,0.3032553043053262,0.30369103973449896,0.19108437225325076,27,0.6125977475116251
96,0.3082086009381566,0.12512194507908334,0.27002990070860766,0.29663955327415226,31,0.7950341077209728
97,0.022561068710075106,0.007860921882343752,0.9609794886991598,0.008598520708421221,0,0.02116146417989801
98,0.32168411781449213,0.29110268936837524,0.16702440177083352,0.2201887910462991,0,1.26321959211344
99,0.3460545561935689,0.2940778536995943,0.07798681259720024,0.28188077750963664,23,1.8493594432485527
100,0.03469462947369816,0.02640136914125909,0.8942841924506528,0.04461980893438994,0,0.7757452021233157
101,0.42559039594094716,0.005829202106777539,0.5614620127331207,0.007118389219154669,0,0.9460216442881951
102,0.7703610212103703,0.05403544576767671,0.09897400856566269,0.07662952445629032,43,0.128509645999983
103,0.2761980920193299,0.27955731917076554,0.23222853521746065,0.21201605359244394,0,1.2405579326842087
104,0.8534142557666038,0.009728111768946437,0.12784878097923819,0.009008851485211614,0,1.0037694354444584
105,0.7965304103874044,0.04255889099525013,0.10334259340862294,0.0575681052087226,37,0.2875913467597087
106,0.26845931854780847,0.23620433999266569,0.1597548855477075,0.33558145591181826,0,1.2702319038831318
107,0.2633446502292034,0.2948510540456004,0.19551991780577885,0.24628437791941735,0,0.6861980948731284
108,0.43099898708041434,0.04317548442139191,0.49602325334524283,0.029802275152951117,32,1.212808950937858
109,0.015353755349887333,0.003949246598417864,0.97494021068193,0.0057567873697646306,0,0.780360630679084
110,0.2750152637090288,0.2464770892603026,0.2599395055141973,0.2185681415164714,0,0.7257951829380401
111,0.019737828474547917,0.006830282511957878,0.9676895441898709,0.005742344823623219,0,1.063556113597807
